"word","freq"
"said",1230
"oliver",771
"upon",481
"replied",464
"one",454
"old",448
"bumble",365
"man",365
"sikes",346
"time",323
"gentleman",312
"will",304
"jew",295
"know",293
"fagin",292
"young",288
"boy",277
"little",276
"dear",274
"now",273
"mrs",265
"come",254
"dont",242
"great",236
"back",233
"well",229
"head",221
"girl",220
"see",214
"good",211
"lady",209
"two",209
"sir",207
"way",207
"eyes",202
"rose",202
"much",201
"door",199
"hand",199
"say",193
"never",191
"away",188
"made",187
"cried",182
"can",175
"face",174
"room",169
"think",164
"first",163
"like",163
"without",163
"brownlow",161
"looked",160
"might",159
"look",157
"long",156
"round",153
"night",147
"take",146
"may",143
"many",140
"must",138
"monks",136
"came",133
"house",132
"looking",130
"make",129
"left",128
"noah",127
"got",126
"every",125
"let",124
"another",123
"hands",123
"tell",122
"day",121
"doctor",120
"even",120
"place",120
"turned",119
"mind",118
"nothing",118
"shall",118
"woman",118
"better",117
"giles",114
"life",113
"done",112
"took",112
"voice",112
"dodger",111
"inquired",111
"yes",111
"ill",110
"nancy",110
"olivers",110
"asked",109
"child",109
"hear",109
"thats",108
"thought",107
"enough",105
"put",104
"rejoined",104
"seemed",104
"words",104
"get",103
"master",103
"last",102
"bill",99
"returned",99
"heard",98
"people",98
"men",97
"right",97
"something",97
"three",97
"poor",96
"sat",95
"bates",94
"indeed",94
"maylie",94
"still",94
"towards",94
"went",94
"morning",93
"table",93
"heart",92
"quite",90
"word",89
"boys",88
"light",88
"ever",87
"project",87
"give",86
"just",86
"friend",85
"new",85
"beadle",84
"chair",84
"small",82
"charley",81
"rather",81
"home",80
"brought",79
"maam",79
"saw",79
"sowerberry",79
"work",79
"name",78
"short",78
"yer",78
"dark",76
"full",76
"going",76
"keep",76
"moment",76
"side",75
"anything",74
"passed",74
"street",74
"manner",73
"taken",73
"though",73
"turning",73
"walked",73
"air",72
"fire",72
"gone",72
"want",72
"mean",71
"almost",70
"behind",70
"dog",70
"length",69
"speak",69
"cold",67
"hope",67
"till",67
"whether",67
"open",66
"seen",66
"together",66
"cant",65
"course",65
"hat",65
"half",64
"knew",64
"twist",64
"chapter",63
"close",63
"dead",63
"fell",63
"large",63
"matter",63
"told",63
"grimwig",62
"lay",62
"part",61
"person",61
"stood",61
"toby",61
"whats",61
"began",60
"low",60
"mother",60
"next",60
"soon",60
"yet",60
"alone",59
"drew",59
"far",59
"thing",59
"wont",59
"corney",58
"harry",58
"help",58
"matron",58
"white",58
"exclaimed",57
"perhaps",57
"spoke",57
"taking",57
"youre",57
"among",56
"felt",56
"followed",56
"found",56
"friends",56
"ground",56
"gutenbergtm",56
"hes",56
"mann",56
"silence",56
"tears",56
"window",56
"always",55
"brittles",55
"gave",54
"stop",54
"within",54
"appeared",53
"best",53
"death",53
"eye",53
"stopped",53
"strong",53
"although",52
"instant",52
"sure",52
"along",51
"care",51
"charlotte",51
"claypole",51
"corner",51
"days",51
"end",51
"fear",51
"reply",51
"set",51
"business",50
"minutes",50
"near",50
"nobody",50
"streets",50
"happy",49
"kind",49
"london",49
"whose",49
"bed",48
"feet",48
"hard",48
"heavy",48
"making",48
"theres",48
"times",48
"years",48
"deal",47
"however",47
"already",46
"deep",46
"forth",46
"hold",46
"led",46
"means",46
"opened",46
"raised",46
"women",46
"arm",45
"companion",45
"hour",45
"leave",45
"love",45
"noise",45
"didnt",44
"hastily",44
"sound",44
"wish",44
"appearance",43
"called",43
"candle",43
"drawing",43
"held",43
"losberne",43
"miss",43
"observed",43
"state",43
"things",43
"thus",43
"world",43
"countenance",42
"find",42
"kept",42
"money",42
"purpose",42
"sight",42
"tonight",42
"water",42
"whole",42
"bolter",41
"coming",41
"die",41
"suppose",41
"use",41
"conversation",40
"cry",40
"floor",40
"others",40
"pale",40
"suddenly",40
"town",40
"walk",40
"board",39
"demanded",39
"entered",39
"forward",39
"reached",39
"road",39
"stranger",39
"thoughts",39
"undertaker",39
"afraid",38
"afterwards",38
"question",38
"show",38
"workhouse",38
"arms",37
"bad",37
"company",37
"died",37
"known",37
"loud",37
"often",37
"pocket",37
"remained",37
"stairs",37
"waistcoat",37
"blathers",36
"blood",36
"closed",36
"crackit",36
"distance",36
"faces",36
"hurried",36
"lost",36
"pretty",36
"quiet",36
"sleep",36
"wouldnt",36
"added",35
"bear",35
"carried",35
"couldnt",35
"fang",35
"feel",35
"ive",35
"laugh",35
"minute",35
"number",35
"office",35
"outside",35
"run",35
"send",35
"strange",35
"tone",35
"attention",34
"chitling",34
"fast",34
"fellow",34
"hair",34
"nearly",34
"object",34
"says",34
"scarcely",34
"shook",34
"struck",34
"talk",34
"youll",34
"ladies",33
"less",33
"nodded",33
"none",33
"parish",33
"public",33
"subject",33
"turn",33
"upstairs",33
"wall",33
"breath",32
"call",32
"coat",32
"crowd",32
"glass",32
"high",32
"nature",32
"point",32
"power",32
"read",32
"silent",32
"works",32
"barney",31
"body",31
"bumbles",31
"country",31
"either",31
"five",31
"given",31
"passage",31
"ran",31
"running",31
"shut",31
"sometimes",31
"ten",31
"truth",31
"aint",30
"besides",30
"black",30
"fact",30
"fixed",30
"gutenberg",30
"history",30
"hours",30
"hung",30
"interposed",30
"laid",30
"laying",30
"lips",30
"mouth",30
"need",30
"quickly",30
"ready",30
"sitting",30
"slowly",30
"softly",30
"view",30
"worse",30
"able",29
"ago",29
"ask",29
"direction",29
"effect",29
"foot",29
"former",29
"gentle",29
"putting",29
"reason",29
"repeated",29
"speaking",29
"spot",29
"wot",29
"across",28
"answered",28
"bedwin",28
"beneath",28
"case",28
"caught",28
"directly",28
"four",28
"gentlemen",28
"happiness",28
"heaven",28
"neither",28
"opposite",28
"pace",28
"past",28
"possible",28
"really",28
"resumed",28
"return",28
"spirits",28
"stand",28
"step",28
"stopping",28
"terms",28
"threw",28
"violent",28
"wanted",28
"youve",28
"certain",27
"change",27
"common",27
"ear",27
"electronic",27
"father",27
"feeling",27
"glad",27
"glance",27
"intelligence",27
"interest",27
"jews",27
"laughed",27
"legs",27
"particular",27
"placed",27
"position",27
"red",27
"rest",27
"shaking",27
"since",27
"standing",27
"believe",26
"books",26
"bring",26
"children",26
"creature",26
"immediately",26
"least",26
"looks",26
"muttered",26
"paper",26
"paupers",26
"pound",26
"pray",26
"shop",26
"smile",26
"thief",26
"tomorrow",26
"trembling",26
"true",26
"unless",26
"alive",25
"anxious",25
"bless",25
"bread",25
"bridge",25
"burst",25
"couple",25
"cut",25
"else",25
"evening",25
"expression",25
"green",25
"lie",25
"nose",25
"porochial",25
"received",25
"roused",25
"scene",25
"second",25
"sit",25
"straight",25
"surprise",25
"trouble",25
"account",24
"answer",24
"beautiful",24
"blow",24
"cast",24
"cause",24
"coach",24
"dreadful",24
"drink",24
"eat",24
"except",24
"gate",24
"gentlemans",24
"god",24
"hell",24
"hush",24
"isnt",24
"knees",24
"late",24
"listened",24
"mine",24
"months",24
"officer",24
"opportunity",24
"pleasant",24
"pointing",24
"proceeded",24
"pursued",24
"raising",24
"shes",24
"sudden",24
"throat",24
"thrust",24
"uttered",24
"whispered",24
"beyond",23
"book",23
"broken",23
"circumstances",23
"cocked",23
"comes",23
"continued",23
"desperate",23
"disposed",23
"follow",23
"game",23
"growled",23
"knows",23
"please",23
"pleasure",23
"rendered",23
"seeing",23
"shoulder",23
"six",23
"sooner",23
"started",23
"story",23
"sweet",23
"twenty",23
"walking",23
"wind",23
"action",22
"arrived",22
"born",22
"breast",22
"certainly",22
"doubt",22
"eagerly",22
"everything",22
"foundation",22
"gamfield",22
"giving",22
"gradually",22
"hardly",22
"impatiently",22
"latter",22
"necessary",22
"notice",22
"party",22
"pointed",22
"seat",22
"secret",22
"several",22
"slight",22
"stick",22
"stone",22
"teeth",22
"theyre",22
"various",22
"weak",22
"wife",22
"worthy",22
"age",21
"alarm",21
"anybody",21
"artful",21
"became",21
"carry",21
"clothes",21
"darkness",21
"dirty",21
"drop",21
"early",21
"earnest",21
"feelings",21
"fever",21
"firmly",21
"free",21
"fresh",21
"grave",21
"grew",21
"heads",21
"information",21
"moments",21
"moved",21
"pockets",21
"pounds",21
"present",21
"quick",21
"retorted",21
"robber",21
"safe",21
"sense",21
"sort",21
"top",21
"windows",21
"worth",21
"also",20
"astonishment",20
"brief",20
"charge",20
"determined",20
"devil",20
"duff",20
"expected",20
"filled",20
"following",20
"form",20
"front",20
"gently",20
"handkerchief",20
"honour",20
"inside",20
"justice",20
"key",20
"kitchen",20
"live",20
"loss",20
"lying",20
"mad",20
"mans",20
"mere",20
"pain",20
"passion",20
"quarter",20
"real",20
"rising",20
"shoulders",20
"society",20
"soul",20
"tea",20
"thinking",20
"tom",20
"tried",20
"understand",20
"used",20
"watch",20
"watching",20
"week",20
"whisper",20
"agreement",19
"bell",19
"bit",19
"box",19
"crossed",19
"different",19
"dogs",19
"ears",19
"earth",19
"empty",19
"fine",19
"goodness",19
"goodnight",19
"happened",19
"hill",19
"iron",19
"leaving",19
"longer",19
"matters",19
"mercy",19
"merry",19
"occasion",19
"opening",19
"passing",19
"paused",19
"piece",19
"previous",19
"publichouse",19
"robbery",19
"sake",19
"save",19
"sent",19
"steps",19
"suit",19
"wasnt",19
"watched",19
"accompanied",18
"asleep",18
"birth",18
"cane",18
"carefully",18
"catching",18
"chickweed",18
"church",18
"clear",18
"coffin",18
"companions",18
"condition",18
"consideration",18
"dawkins",18
"downstairs",18
"effort",18
"family",18
"force",18
"general",18
"gold",18
"lad",18
"lantern",18
"law",18
"listen",18
"magistrate",18
"merely",18
"misery",18
"murder",18
"narrow",18
"oclock",18
"order",18
"perfectly",18
"promise",18
"saying",18
"showed",18
"smiled",18
"somebody",18
"strength",18
"trade",18
"usual",18
"year",18
"apparently",17
"attitude",17
"awakened",17
"become",17
"bright",17
"changed",17
"character",17
"considerable",17
"considered",17
"covered",17
"ditch",17
"dropped",17
"falling",17
"female",17
"frightened",17
"fro",17
"glancing",17
"gloomy",17
"grin",17
"havent",17
"hed",17
"heres",17
"inquiry",17
"joy",17
"knowing",17
"living",17
"locked",17
"lower",17
"makes",17
"neck",17
"paid",17
"pair",17
"parlour",17
"pay",17
"pity",17
"presence",17
"presented",17
"proof",17
"remark",17
"seated",17
"smiling",17
"space",17
"spoken",17
"starting",17
"talking",17
"thank",17
"thick",17
"walls",17
"wonder",17
"worship",17
"wrong",17
"addressed",16
"afore",16
"assistance",16
"aunt",16
"beat",16
"beg",16
"crept",16
"crowded",16
"danger",16
"drawn",16
"easily",16
"fagins",16
"features",16
"feeble",16
"fields",16
"finding",16
"fit",16
"fond",16
"forced",16
"getting",16
"health",16
"hearts",16
"holding",16
"houses",16
"interview",16
"license",16
"lose",16
"meanwhile",16
"miles",16
"opinion",16
"pause",16
"rain",16
"removed",16
"resolved",16
"satisfaction",16
"shadow",16
"sharp",16
"sick",16
"son",16
"speed",16
"stay",16
"supposed",16
"terror",16
"thieves",16
"turns",16
"twice",16
"violence",16
"violently",16
"wait",16
"ways",16
"wretched",16
"abroad",15
"advanced",15
"aside",15
"attempt",15
"bar",15
"behaviour",15
"bestowed",15
"breakfast",15
"brother",15
"bundle",15
"cap",15
"collar",15
"committed",15
"contents",15
"cup",15
"darted",15
"deeply",15
"delay",15
"difficulty",15
"dismal",15
"donations",15
"fall",15
"farther",15
"figure",15
"girls",15
"greater",15
"grief",15
"hadnt",15
"hot",15
"keeping",15
"ladys",15
"lead",15
"lighted",15
"notwithstanding",15
"paces",15
"pass",15
"perfect",15
"play",15
"prepared",15
"prevent",15
"prison",15
"pushed",15
"rage",15
"rapid",15
"reader",15
"reading",15
"reflection",15
"remain",15
"sank",15
"sigh",15
"solemn",15
"spirit",15
"states",15
"stepped",15
"supper",15
"telling",15
"throwing",15
"thrown",15
"tongue",15
"touched",15
"voices",15
"warm",15
"wholly",15
"acquainted",14
"agony",14
"angry",14
"anxiety",14
"apartment",14
"beer",14
"bending",14
"bore",14
"chance",14
"clever",14
"consequence",14
"consider",14
"delight",14
"description",14
"dick",14
"discovery",14
"dressed",14
"dying",14
"everybody",14
"exercise",14
"expedition",14
"fifty",14
"flight",14
"forgotten",14
"grasp",14
"hopes",14
"housebreaker",14
"humour",14
"importance",14
"increased",14
"itll",14
"jailer",14
"likely",14
"limbs",14
"literary",14
"lived",14
"murmured",14
"occurred",14
"officers",14
"permission",14
"plain",14
"pride",14
"property",14
"pulling",14
"reach",14
"relieved",14
"rushed",14
"seem",14
"servant",14
"size",14
"soft",14
"start",14
"stole",14
"swear",14
"throw",14
"trial",14
"village",14
"waited",14
"waiting",14
"weeks",14
"whatever",14
"wide",14
"wild",14
"wished",14
"womans",14
"archive",13
"beadles",13
"beside",13
"bottle",13
"bow",13
"break",13
"breathless",13
"ceased",13
"ceiling",13
"chertsey",13
"circumstance",13
"clean",13
"concluded",13
"copy",13
"copyright",13
"court",13
"damp",13
"dare",13
"delivered",13
"directed",13
"disappeared",13
"doors",13
"dress",13
"duty",13
"ease",13
"engaged",13
"exchanged",13
"fancy",13
"fierce",13
"future",13
"glanced",13
"goes",13
"gruel",13
"haste",13
"heels",13
"hidden",13
"hundred",13
"idea",13
"illness",13
"joined",13
"lonely",13
"nearer",13
"nice",13
"nurse",13
"observe",13
"observing",13
"offer",13
"pavement",13
"pipe",13
"played",13
"produced",13
"recent",13
"regarding",13
"relief",13
"remarkable",13
"remarked",13
"river",13
"rolled",13
"rough",13
"search",13
"share",13
"shawl",13
"shoes",13
"situation",13
"slow",13
"smoke",13
"somewhat",13
"spyers",13
"surely",13
"surgeon",13
"tear",13
"twelve",13
"wery",13
"worst",13
"wretch",13
"youd",13
"acquaintance",12
"addressing",12
"appear",12
"articles",12
"awake",12
"becoming",12
"blessed",12
"bottom",12
"broke",12
"brownlows",12
"burning",12
"catch",12
"cheerful",12
"clerk",12
"closer",12
"comfort",12
"communication",12
"curious",12
"degree",12
"dignity",12
"dim",12
"dinner",12
"distant",12
"dragged",12
"drinking",12
"dust",12
"easy",12
"eight",12
"encountered",12
"escape",12
"events",12
"excitement",12
"extraordinary",12
"fair",12
"fallen",12
"fat",12
"favour",12
"field",12
"food",12
"forehead",12
"grasping",12
"hasnt",12
"impression",12
"innocent",12
"journey",12
"knocked",12
"letter",12
"limbkins",12
"lord",12
"mark",12
"meet",12
"met",12
"mingled",12
"offered",12
"paragraph",12
"penny",12
"persons",12
"pistol",12
"producing",12
"proper",12
"properly",12
"proud",12
"pulled",12
"pursuit",12
"remaining",12
"request",12
"respect",12
"result",12
"retired",12
"sad",12
"safely",12
"seized",12
"shortly",12
"shouldnt",12
"showing",12
"sternly",12
"suffered",12
"sun",12
"sunk",12
"tall",12
"try",12
"united",12
"workus",12
"wrath",12
"write",12
"yard",12
"agitation",11
"alarmed",11
"appearances",11
"aspect",11
"attempted",11
"bade",11
"bedside",11
"bench",11
"bent",11
"blue",11
"boots",11
"building",11
"busy",11
"cart",11
"caused",11
"cautiously",11
"chamber",11
"characters",11
"closing",11
"concerning",11
"cripples",11
"curtain",11
"described",11
"determination",11
"displayed",11
"doubtful",11
"dull",11
"ebook",11
"echoed",11
"efforts",11
"eleven",11
"energy",11
"exclamation",11
"expressed",11
"finger",11
"fist",11
"folded",11
"footsteps",11
"garden",11
"ginandwater",11
"gloom",11
"gods",11
"hesitated",11
"hideous",11
"hoarse",11
"hungry",11
"important",11
"informed",11
"interrupted",11
"judge",11
"knocking",11
"lane",11
"lights",11
"lives",11
"meeting",11
"middle",11
"midst",11
"miserable",11
"mistress",11
"mode",11
"mothers",11
"named",11
"nightcap",11
"nonsense",11
"ones",11
"ordered",11
"orphan",11
"places",11
"plainly",11
"pleased",11
"possession",11
"possibly",11
"profound",11
"receive",11
"recovered",11
"regular",11
"respectable",11
"satisfied",11
"senses",11
"served",11
"service",11
"shed",11
"shell",11
"shouting",11
"shutters",11
"sleeping",11
"spare",11
"speaker",11
"speech",11
"stretched",11
"strongly",11
"success",11
"sufficiently",11
"sunday",11
"thousand",11
"thrusting",11
"tight",11
